Hawaii Ocean Time-series : 17-Dec-2023 01:30:35
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, fluor, 
168, 5999,  150.0,  0.2648,
169, 6073,  150.0,  0.5669,
170, 6101,  150.0,  0.3139,
171, 6133,  150.0,  0.4059,
172, 6161,  150.0,  0.4956,
173, 6188,  150.0,  0.2610,
174, 6217,  150.0,  0.3126,
175, 6251,  150.0,  0.3370,
176, 6282,  150.0,  0.2635,
177, 6325,  150.0,  0.3193,
178, 6346,  150.0,  0.1950,
179, 6369,  150.0,  0.3526,
180, 6392,  150.0,  0.2920,
181, 6447,  150.0,  0.3320,
182, 6465,  150.0,  0.4509,
183, 6494,  150.0,  0.3253,
184, 6521,  150.0,  0.2765,
185, 6559,  150.0,  0.1965,
186, 6594,  150.0,  0.2772,
187, 6613,  150.0,  0.2079,
188, 6644,  150.0,  0.2628,
189, 6703,  150.0,  0.1949,
190, 6745,  150.0,  0.2348,
191, 6790,  150.0,  0.6694,
192, 6826,  150.0,  0.5494,
193, 6854,  150.0,  0.3270,
194, 6881,  150.0,  0.4698,
195, 6911,  150.0,  0.2287,
196, 6941,  150.0,  0.3595,
197, 7001,  150.0,  0.1616,
198, 7020,  150.0,  0.1930,
199, 7060,  150.0,  0.1657,
200, 7085,  150.0,  0.4019,
201, 7179,  150.0,  0.3145,
202, 7208,  150.0,  0.5053,
203, 7239,  150.0,  0.4195,
204, 7260,  150.0,  0.2653,
205, 7315,  150.0,  0.2610,
206, 7366,  150.0,  0.2944,
208, 7417,  150.0,  0.4231,
209, 7445,  150.0,  0.2724,
210, 7515,  150.0,  0.2755,
211, 7544,  150.0,  0.4182,
212, 7581,  150.0,  0.3660,
213, 7602,  150.0,  0.3718,
214, 7627,  150.0,  0.3551,
215, 7664,  150.0,  0.2595,
216, 7704,  150.0,  0.2356,
217, 7740,  150.0,  0.2501,
219, 7830,  150.0,  0.3355,
220, 7858,  150.0,  0.3566,
221, 7900,  150.0,  0.3358,
222, 7921,  150.0,  0.5826,
223, 7951,  150.0,  0.4913,
224, 7981,  150.0,  0.5015,
225, 8008,  150.0,  0.3524,
226, 8038,  150.0,  0.3939,
227, 8086,  150.0,  0.2426,
228, 8135,  150.0,  0.1738,
229, 8155,  150.0,  0.1555,
230, 8186,  150.0,  0.2152,
231, 8228,  150.0,  0.5701,
232, 8256,  150.0,  0.4270,
233, 8327,  150.0,  0.5270,
234, 8368,  150.0,  0.3133,
235, 8396,  150.0,  0.3824,
236, 8435,  150.0,  0.1437,
237, 8459,  150.0,  0.1423,
238, 8480,  150.0,  0.1774,
239, 8510,  150.0,  0.2866,
240, 8576,  150.0,  0.4371,
241, 8614,  150.0,  0.3690,
242, 8643,  150.0,  0.5189,
243, 8670,  150.0,  0.3135,
244, 8705,  150.0,  0.3294,
245, 8722,  150.0,  0.3739,
246, 8750,  150.0,  0.2962,
247, 8773,  150.0,  0.2659,
248, 8830,  150.0,  0.2004,
249, 8901,  150.0,  0.4150,
250, 8923,  150.0,  0.2949,
251, 8953,  150.0,  0.2692,
252, 8995,  150.0,  0.4673,
253, 9034,  150.0,  0.4654,
254, 9112,  150.0,  0.2968,
255, 9132,  150.0,  0.3645,
256, 9158,  150.0,  0.1860,
257, 9188,  150.0,  0.1768,
258, 9212,  150.0,  0.1535,
259, 9238,  150.0,  0.2116,
260, 9268,  150.0,  0.1891,
261, 9287,  150.0,  0.2169,
262, 9323,  150.0,  0.3614,
263, 9374,  150.0,  0.4451,
264, 9404,  150.0,  0.5103,
265, 9480,  150.0,  0.2178,
266, 9509,  150.0,  0.3425,
267, 9548,  150.0,  0.2760,
268, 9573,  150.0,  0.2415,
269, 9643,  150.0,  0.4030,
270, 9675,  150.0,  0.5118,
271, 9699,  150.0,  0.4329,
272, 9731,  150.0,  0.7561,
273, 9758,  150.0,  0.4929,
274, 9788,  150.0,  0.3899,
275, 9812,  150.0,  0.3244,
277, 9874,  150.0,  0.2548,
278, 9905,  150.0,  0.1777,
279, 9930,  150.0,  0.2372,
280, 9965,  150.0,  0.3287,
281, 9993,  150.0,  0.3620,
282, 10021,  150.0,  0.3383,
283, 10058,  150.0,  0.4696,
284, 10102,  150.0,  0.3039,
285, 10146,  150.0,  0.3772,
286, 10175,  150.0,  0.3991,
287, 10242,  150.0,  0.3619,
288, 10284,  150.0,  0.1000,
289, 10342,  150.0,  0.1595,
290, 10372,  150.0,  0.1732,
291, 10406,  150.0,  0.4969,
292, 10434,  150.0,  0.3578,
293, 10462,  150.0,  0.5221,
294, 10490,  150.0,  0.4451,
295, 10539,  150.0,  0.2614,
296, 10598,  150.0,  0.4224,
297, 10631,  150.0,  0.1759,
298, 10665,  150.0,  0.1573,
299, 10701,  150.0,  0.4943,
300, 10740,  150.0,  0.3373,
301, 10791,  150.0,  0.5738,
302, 10819,  150.0,  0.5435,
303, 10861,  150.0,  0.5395,
304, 10889,  150.0,  0.3884,
305, 10937,  150.0,  0.2375,
306, 10969,  150.0,  0.2845,
307, 11004,  150.0,  0.1153,
308, 11028,  150.0,  0.2995,
309, 11064,  150.0,  0.2692,
310, 11099,  150.0,  0.3335,
311, 11171,  150.0,  0.5391,
312, 11211,  150.0,  0.3364,
313, 11231,  150.0,  0.3812,
314, 11263,  150.0,  0.4848,
315, 11296,  150.0,  0.3650,
316, 11339,  150.0,  0.1797,
317, 11401,  150.0,  0.1931,
318, 11421,  150.0,  0.1120,
319, 11444,  150.0,  0.2556,
320, 11611,  150.0,  0.4602,
321, 11634,  150.0,  0.3884,
322, 11658,  150.0,  0.3616,
323, 11684,  150.0,  0.3288,
324, 11737,  150.0,  0.1269,
325, 11767,  150.0,  0.1195,
326, 11792,  150.0,  0.2122,
327, 11827,  150.0,  0.4921,
328, 11862,  150.0,  0.4391,
329, 11883,  150.0,  0.2563,
330, 11916,  150.0,  0.5103,
331, 11953,  150.0,  0.6114,
332, 11977,  150.0,  0.4256,
333, 12081,  150.0,  0.3864,
334, 12118,  150.0,  0.2729,
335, 12231,  150.0,  0.4440,
336, 12291,  150.0,  0.4688,
337, 12335,  150.0,  0.4606,
338, 12356,  150.0,  0.4194,
339, 12388,  150.0,  0.3614,
