Hawaii Ocean Time-series : 17-Dec-2023 00:04:12
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, fluor, 
#, day, dbar, ug/l, 
171, 6133,   50.0,  0.1718,
172, 6161,   50.0,  0.1542,
173, 6188,   50.0,  0.4274,
174, 6217,   50.0,  0.1801,
175, 6251,   50.0,  0.1840,
176, 6282,   50.0,  0.1822,
177, 6325,   50.0,  0.3017,
178, 6346,   50.0,  0.2173,
179, 6369,   50.0,  0.2088,
180, 6392,   50.0,  0.3183,
181, 6447,   50.0,  0.1587,
182, 6465,   50.0,  0.1372,
183, 6494,   50.0,  0.1503,
184, 6521,   50.0,  0.2370,
185, 6559,   50.0,  0.1577,
186, 6594,   50.0,  0.1749,
187, 6613,   50.0,  0.1583,
188, 6644,   50.0,  0.1988,
189, 6703,   50.0,  0.1704,
190, 6745,   50.0,  0.1603,
191, 6790,   50.0,  0.1528,
192, 6826,   50.0,  0.1498,
193, 6854,   50.0,  0.1493,
194, 6881,   50.0,  0.1544,
195, 6911,   50.0,  0.1676,
196, 6941,   50.0,  0.2018,
197, 7001,   50.0,  0.1901,
198, 7020,   50.0,  0.2853,
199, 7060,   50.0,  0.2833,
200, 7085,   50.0,  0.1417,
201, 7179,   50.0,  0.0868,
202, 7208,   50.0,  0.1589,
203, 7239,   50.0,  0.2079,
204, 7260,   50.0,  0.2255,
205, 7315,   50.0,  0.3387,
206, 7366,   50.0,  0.4757,
208, 7417,   50.0,  0.2830,
209, 7445,   50.0,  0.1529,
210, 7515,   50.0,  0.1301,
211, 7544,   50.0,  0.1511,
212, 7581,   50.0,  0.1433,
213, 7602,   50.0,  0.1920,
214, 7627,   50.0,  0.2410,
215, 7664,   50.0,  0.1789,
216, 7704,   50.0,  0.2290,
217, 7740,   50.0,  0.2294,
219, 7830,   50.0,  0.2030,
220, 7858,   50.0,  0.1853,
221, 7900,   50.0,  0.1858,
222, 7921,   50.0,  0.1506,
223, 7951,   50.0,  0.1791,
224, 7981,   50.0,  0.1669,
225, 8008,   50.0,  0.1571,
226, 8038,   50.0,  0.2189,
227, 8086,   50.0,  0.1608,
228, 8135,   50.0,  0.2634,
229, 8155,   50.0,  0.1660,
230, 8186,   50.0,  0.1795,
231, 8228,   50.0,  0.1854,
232, 8256,   50.0,  0.2695,
233, 8327,   50.0,  0.1126,
234, 8368,   50.0,  0.2096,
235, 8396,   50.0,  0.2399,
236, 8435,   50.0,  0.2530,
237, 8459,   50.0,  0.4352,
238, 8480,   50.0,  0.2942,
239, 8510,   50.0,  0.2464,
240, 8576,   50.0,  0.1766,
241, 8614,   50.0,  0.1337,
242, 8643,   50.0,  0.1446,
243, 8670,   50.0,  0.1114,
244, 8705,   50.0,  0.1288,
245, 8722,   50.0,  0.1149,
246, 8750,   50.0,  0.0964,
247, 8773,   50.0,  0.1157,
248, 8830,   50.0,  0.1981,
249, 8901,   50.0,  0.1901,
250, 8923,   50.0,  0.1976,
251, 8953,   50.0,  0.1709,
252, 8995,   50.0,  0.1258,
253, 9034,   50.0,  0.1570,
254, 9112,   50.0,  0.1531,
255, 9132,   50.0,  0.2648,
256, 9158,   50.0,  0.1950,
257, 9188,   50.0,  0.1901,
258, 9212,   50.0,  0.1779,
259, 9238,   50.0,  0.1494,
260, 9268,   50.0,  0.2089,
261, 9287,   50.0,  0.1444,
262, 9323,   50.0,  0.1784,
263, 9374,   50.0,  0.1310,
264, 9404,   50.0,  0.1783,
265, 9480,   50.0,  0.1489,
266, 9509,   50.0,  0.2880,
267, 9548,   50.0,  0.3174,
268, 9573,   50.0,  0.2939,
269, 9643,   50.0,  0.1806,
270, 9675,   50.0,  0.1690,
271, 9699,   50.0,  0.1630,
272, 9731,   50.0,  0.1998,
273, 9758,   50.0,  0.1373,
274, 9788,   50.0,  0.1360,
275, 9812,   50.0,  0.1634,
277, 9874,   50.0,  0.1939,
278, 9905,   50.0,  0.2629,
279, 9930,   50.0,  0.2219,
280, 9965,   50.0,  0.2443,
281, 9993,   50.0,  0.2013,
282, 10021,   50.0,  0.2214,
283, 10058,   50.0,  0.1304,
284, 10102,   50.0,  0.1214,
285, 10146,   50.0,  0.1482,
286, 10175,   50.0,  0.1961,
287, 10242,   50.0,  0.2051,
288, 10284,   50.0,  0.1589,
289, 10342,   50.0,  0.2040,
290, 10372,   50.0,  0.1878,
291, 10406,   50.0,  0.1345,
292, 10434,   50.0,  0.1367,
293, 10462,   50.0,  0.0965,
294, 10490,   50.0,  0.1137,
295, 10539,   50.0,  0.1682,
296, 10598,   50.0,  0.1072,
297, 10631,   50.0,  0.1590,
298, 10665,   50.0,  0.2238,
299, 10701,   50.0,  0.2124,
300, 10740,   50.0,  0.3019,
301, 10791,   50.0,  0.2631,
302, 10819,   50.0,  0.1946,
303, 10861,   50.0,  0.1445,
304, 10889,   50.0,  0.2837,
305, 10937,   50.0,  0.2133,
306, 10969,   50.0,  0.1976,
307, 11004,   50.0,  0.2416,
308, 11028,   50.0,  0.2923,
309, 11064,   50.0,  0.2920,
310, 11099,   50.0,  0.2532,
311, 11171,   50.0,  0.1537,
312, 11211,   50.0,  0.1643,
313, 11231,   50.0,  0.1769,
314, 11263,   50.0,  0.2358,
315, 11296,   50.0,  0.2060,
316, 11339,   50.0,  0.1843,
317, 11401,   50.0,  0.2413,
318, 11421,   50.0,  0.2089,
319, 11444,   50.0,  0.1909,
320, 11611,   50.0,  0.1918,
321, 11634,   50.0,  0.3157,
322, 11658,   50.0,  0.1487,
323, 11684,   50.0,  0.1478,
324, 11737,   50.0,  0.2324,
325, 11767,   50.0,  0.2412,
326, 11792,   50.0,  0.2097,
327, 11827,   50.0,  0.2233,
328, 11862,   50.0,  0.2656,
329, 11883,   50.0,  0.1744,
330, 11916,   50.0,  0.1474,
331, 11953,   50.0,  0.1851,
332, 11977,   50.0,  0.1392,
333, 12081,   50.0,  0.1975,
334, 12118,   50.0,  0.2604,
335, 12231,   50.0,  0.1609,
336, 12291,   50.0,  0.1465,
337, 12335,   50.0,  0.3284,
338, 12356,   50.0,  0.1825,
339, 12388,   50.0,  0.2758,
