Hawaii Ocean Time-series : 17-Dec-2023 00:37:12
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, fluor, 
#, day, dbar, ug/l, 
  1,   30,  100.0,  0.7880,
  2,   62,  100.0,  0.9743,
  3,   99,  100.0,  0.3123,
  4,  148,  100.0,  0.4049,
  5,  177,  100.0, -9.0000,
  6,  229,  100.0,  1.5650,
  7,  266,  100.0, -9.0000,
  8,  301,  100.0, -9.0000,
  9,  327,  100.0, -9.0000,
 10,  356,  100.0,  0.3978,
 11,  382,  100.0,  0.4980,
 12,  422,  100.0,  0.5061,
 13,  461,  100.0,  0.4991,
 14,  502,  100.0,  0.5211,
 15,  534,  100.0,  0.2771,
 16,  559,  100.0,  0.2368,
 17,  585,  100.0,  0.2792,
 18,  620,  100.0,  0.2292,
 19,  662,  100.0,  0.2395,
 20,  714,  100.0, -9.0000,
 22,  808,  100.0,  0.3388,
 23,  855,  100.0,  0.2421,
 24,  887,  100.0,  0.2853,
 25,  921,  100.0, -9.0000,
 26,  949,  100.0, -9.0000,
 27,  977,  100.0,  0.4195,
 28, 1012,  100.0,  0.4276,
 29, 1043,  100.0,  0.4110,
 30, 1082,  100.0,  0.4719,
 31, 1115,  100.0,  0.7010,
 32, 1162,  100.0,  0.7364,
 33, 1191,  100.0,  0.5848,
 34, 1232,  100.0,  0.3406,
 35, 1252,  100.0,  0.3930,
 36, 1294,  100.0,  0.3963,
 37, 1347,  100.0, -9.0000,
 38, 1373,  100.0,  0.3476,
 39, 1404,  100.0,  0.5247,
 40, 1453,  100.0,  0.5090,
 41, 1480,  100.0,  0.5952,
 42, 1515,  100.0, -9.0000,
 43, 1537,  100.0, -9.0000,
 44, 1572,  100.0,  0.4057,
 45, 1600,  100.0,  0.3755,
 46, 1657,  100.0,  0.4363,
 47, 1693,  100.0,  0.3941,
 49, 1810,  100.0,  0.3512,
 50, 1855,  100.0,  0.4509,
 51, 1937,  100.0,  0.3952,
 52, 1965,  100.0,  0.3883,
 53, 1985,  100.0,  0.3177,
 54, 2087,  100.0,  0.3164,
 55, 2123,  100.0,  0.5178,
 56, 2159,  100.0,  0.4643,
 57, 2183,  100.0,  0.5192,
 58, 2205,  100.0,  0.4475,
 59, 2240,  100.0,  0.4955,
 60, 2319,  100.0,  0.4885,
 61, 2345,  100.0,  0.5075,
 62, 2378,  100.0,  0.3599,
 63, 2409,  100.0,  0.4565,
 64, 2493,  100.0,  0.4320,
 65, 2523,  100.0,  0.4228,
 66, 2551,  100.0,  0.4726,
 67, 2582,  100.0,  0.4716,
 68, 2603,  100.0,  0.6309,
 69, 2664,  100.0,  0.5134,
 70, 2734,  100.0,  0.2634,
 71, 2762,  100.0,  0.3186,
 72, 2790,  100.0,  0.3812,
 73, 2825,  100.0,  0.4241,
 74, 2856,  100.0,  0.7042,
 75, 2881,  100.0,  0.5845,
 76, 2923,  100.0,  0.5764,
 77, 2951,  100.0,  0.5989,
 78, 2993,  100.0,  0.5580,
 79, 3021,  100.0,  0.6678,
 80, 3062,  100.0,  0.4435,
 81, 3084,  100.0,  0.5281,
 82, 3112,  100.0, -9.0000,
 83, 3140,  100.0,  0.4463,
 84, 3168,  100.0,  0.3499,
 85, 3203,  100.0,  0.3995,
 86, 3227,  100.0,  0.3819,
 87, 3281,  100.0,  0.3379,
 88, 3352,  100.0,  0.2971,
 89, 3389,  100.0,  0.6110,
 90, 3428,  100.0,  0.6204,
 91, 3455,  100.0,  0.6752,
 92, 3483,  100.0,  0.4630,
 93, 3511,  100.0,  0.3841,
 94, 3546,  100.0,  0.3871,
 95, 3574,  100.0,  0.4332,
 96, 3600,  100.0,  0.6142,
 97, 3649,  100.0,  0.4357,
 98, 3670,  100.0,  0.5042,
 99, 3693,  100.0,  0.5614,
100, 3721,  100.0,  0.3807,
101, 3756,  100.0,  0.3662,
102, 3792,  100.0,  0.5365,
103, 3819,  100.0,  0.4974,
104, 3847,  100.0,  0.4243,
105, 3873,  100.0,  0.7446,
106, 3938,  100.0,  0.5014,
107, 3968,  100.0,  0.8728,
108, 4031,  100.0,  0.5419,
109, 4056,  100.0,  0.7698,
110, 4092,  100.0,  0.7224,
111, 4142,  100.0,  0.4536,
112, 4169,  100.0, -9.0000,
113, 4197,  100.0, -9.0000,
114, 4225,  100.0,  0.5318,
115, 4254,  100.0,  0.3529,
116, 4281,  100.0,  0.4501,
117, 4316,  100.0,  0.4700,
118, 4344,  100.0,  0.5861,
119, 4400,  100.0,  0.4957,
120, 4443,  100.0,  0.6387,
121, 4463,  100.0,  0.5064,
122, 4491,  100.0,  0.4915,
123, 4519,  100.0,  0.5733,
124, 4554,  100.0,  0.2735,
125, 4582,  100.0,  0.2977,
126, 4610,  100.0,  0.2826,
127, 4639,  100.0,  0.3032,
128, 4666,  100.0,  0.4918,
129, 4694,  100.0,  0.4512,
130, 4749,  100.0,  0.5142,
131, 4770,  100.0,  0.5909,
132, 4795,  100.0,  0.6541,
133, 4822,  100.0,  0.7148,
134, 4855,  100.0,  0.3739,
135, 4891,  100.0,  0.6133,
136, 4911,  100.0,  0.3684,
137, 4980,  100.0,  0.4181,
138, 5019,  100.0,  0.4006,
139, 5079,  100.0,  0.4827,
140, 5119,  100.0,  0.5027,
141, 5147,  100.0,  0.6605,
142, 5168,  100.0,  0.7368,
143, 5192,  100.0,  0.4960,
144, 5221,  100.0,  0.3107,
145, 5261,  100.0,  0.4047,
146, 5292,  100.0,  0.3803,
147, 5318,  100.0,  0.2911,
148, 5345,  100.0,  0.2928,
149, 5375,  100.0,  0.3969,
150, 5405,  100.0,  0.3543,
151, 5437,  100.0,  0.4492,
152, 5492,  100.0,  0.6750,
153, 5518,  100.0,  0.6384,
154, 5558,  100.0,  0.6841,
155, 5591,  100.0,  0.4904,
156, 5625,  100.0,  0.4215,
157, 5649,  100.0,  0.3539,
158, 5681,  100.0,  0.3938,
159, 5709,  100.0,  0.3481,
160, 5737,  100.0,  0.3409,
161, 5764,  100.0,  0.4742,
162, 5798,  100.0,  0.7333,
163, 5842,  100.0,  0.4808,
164, 5874,  100.0,  0.5126,
165, 5902,  100.0,  0.7999,
166, 5925,  100.0,  0.7641,
167, 5968,  100.0,  0.4707,
168, 5999,  100.0,  0.6091,
169, 6073,  100.0,  0.3954,
170, 6101,  100.0,  0.6251,
171, 6133,  100.0,  0.3767,
172, 6161,  100.0,  0.4800,
173, 6188,  100.0,  0.5359,
174, 6217,  100.0,  0.6780,
175, 6251,  100.0,  0.6480,
176, 6282,  100.0,  0.4857,
177, 6325,  100.0,  0.3282,
178, 6346,  100.0,  0.5289,
179, 6369,  100.0,  0.3935,
180, 6392,  100.0,  0.5589,
181, 6447,  100.0,  0.6561,
182, 6465,  100.0,  0.3191,
183, 6494,  100.0,  0.4085,
184, 6521,  100.0,  0.5484,
185, 6559,  100.0,  0.4603,
186, 6594,  100.0,  0.5346,
187, 6613,  100.0,  0.6451,
188, 6644,  100.0,  0.5805,
189, 6703,  100.0,  0.3599,
190, 6745,  100.0,  0.5556,
191, 6790,  100.0,  0.3643,
192, 6826,  100.0,  0.3682,
193, 6854,  100.0,  0.3564,
194, 6881,  100.0,  0.4181,
195, 6911,  100.0,  0.5405,
196, 6941,  100.0,  0.4822,
197, 7001,  100.0,  0.5664,
198, 7020,  100.0,  0.4518,
199, 7060,  100.0,  0.3349,
200, 7085,  100.0,  0.2776,
201, 7179,  100.0,  0.2501,
202, 7208,  100.0,  0.3768,
203, 7239,  100.0,  0.4363,
204, 7260,  100.0,  0.5392,
205, 7315,  100.0,  1.2169,
206, 7366,  100.0,  1.1415,
208, 7417,  100.0,  0.6193,
209, 7445,  100.0,  0.3910,
210, 7515,  100.0,  0.2839,
211, 7544,  100.0,  0.2969,
212, 7581,  100.0,  0.3091,
213, 7602,  100.0,  0.4739,
214, 7627,  100.0,  0.5226,
215, 7664,  100.0,  0.5798,
216, 7704,  100.0,  0.6517,
217, 7740,  100.0,  0.6895,
219, 7830,  100.0,  0.5921,
220, 7858,  100.0,  0.4078,
221, 7900,  100.0,  0.6820,
222, 7921,  100.0,  0.3180,
223, 7951,  100.0,  0.5005,
224, 7981,  100.0,  0.4685,
225, 8008,  100.0,  0.6075,
226, 8038,  100.0,  0.7042,
227, 8086,  100.0,  0.5577,
228, 8135,  100.0,  0.4105,
229, 8155,  100.0,  0.6942,
230, 8186,  100.0,  0.6387,
231, 8228,  100.0,  0.4298,
232, 8256,  100.0,  0.6008,
233, 8327,  100.0,  0.2975,
234, 8368,  100.0,  0.6335,
235, 8396,  100.0,  0.7148,
