Hawaii Ocean Time-series : 17-Dec-2023 04:57:33
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, fluor, 
139, 5079,  200.0,  0.1301,
140, 5119,  200.0,  0.0955,
141, 5147,  200.0,  0.0597,
142, 5168,  200.0,  0.0537,
143, 5192,  200.0,  0.0116,
144, 5221,  200.0,  0.0765,
145, 5261,  200.0,  0.0818,
146, 5292,  200.0,  0.0676,
147, 5318,  200.0,  0.1012,
148, 5345,  200.0,  0.0570,
149, 5375,  200.0,  0.0786,
150, 5405,  200.0,  0.0628,
151, 5437,  200.0,  0.0788,
152, 5492,  200.0,  0.0385,
153, 5518,  200.0,  0.0466,
154, 5558,  200.0,  0.0247,
155, 5591,  200.0,  0.0710,
156, 5625,  200.0,  0.0559,
157, 5649,  200.0,  0.0566,
158, 5681,  200.0,  0.0729,
159, 5709,  200.0,  0.0849,
160, 5737,  200.0,  0.1403,
161, 5764,  200.0,  0.0941,
162, 5798,  200.0,  0.0613,
163, 5842,  200.0,  0.0388,
164, 5874,  200.0,  0.0939,
165, 5902,  200.0,  0.0355,
166, 5925,  200.0,  0.0307,
167, 5968,  200.0,  0.0454,
168, 5999,  200.0,  0.0606,
169, 6073,  200.0,  0.1050,
170, 6101,  200.0,  0.1082,
171, 6133,  200.0,  0.0969,
172, 6161,  200.0,  0.1007,
173, 6188,  200.0,  0.0604,
174, 6217,  200.0,  0.0359,
175, 6251,  200.0,  0.0836,
176, 6282,  200.0,  0.0204,
177, 6325,  200.0,  0.0661,
178, 6346,  200.0,  0.0433,
179, 6369,  200.0,  0.0974,
180, 6392,  200.0,  0.1730,
181, 6447,  200.0,  0.0894,
182, 6465,  200.0,  0.0727,
183, 6494,  200.0,  0.0806,
184, 6521,  200.0,  0.0795,
185, 6559,  200.0,  0.0142,
186, 6594,  200.0, -0.0168,
187, 6613,  200.0,  0.0076,
188, 6644,  200.0,  0.0558,
189, 6703,  200.0,  0.0308,
190, 6745,  200.0,  0.1025,
191, 6790,  200.0,  0.1264,
192, 6826,  200.0,  0.2973,
193, 6854,  200.0,  0.0838,
194, 6881,  200.0,  0.1474,
195, 6911,  200.0,  0.0860,
196, 6941,  200.0,  0.1267,
197, 7001,  200.0,  0.0664,
198, 7020,  200.0,  0.0685,
199, 7060,  200.0, -0.0199,
200, 7085,  200.0,  0.0372,
201, 7179,  200.0,  0.0308,
202, 7208,  200.0,  0.0806,
203, 7239,  200.0,  0.1243,
204, 7260,  200.0,  0.0962,
205, 7315,  200.0,  0.0153,
206, 7366,  200.0,  0.0524,
208, 7417,  200.0,  0.0335,
209, 7445,  200.0,  0.0742,
210, 7515,  200.0,  0.0767,
211, 7544,  200.0,  0.1349,
212, 7581,  200.0,  0.1151,
213, 7602,  200.0,  0.0672,
214, 7627,  200.0,  0.0534,
215, 7664,  200.0,  0.0709,
216, 7704,  200.0,  0.0441,
217, 7740,  200.0,  0.0259,
219, 7830,  200.0,  0.0761,
220, 7858,  200.0,  0.0972,
221, 7900,  200.0,  0.0762,
222, 7921,  200.0,  0.1607,
223, 7951,  200.0,  0.0745,
224, 7981,  200.0,  0.1372,
225, 8008,  200.0,  0.0524,
226, 8038,  200.0,  0.0455,
227, 8086,  200.0,  0.0631,
228, 8135,  200.0,  0.0288,
229, 8155,  200.0,  0.0198,
230, 8186,  200.0,  0.0295,
231, 8228,  200.0,  0.0552,
232, 8256,  200.0,  0.1196,
233, 8327,  200.0,  0.1085,
234, 8368,  200.0,  0.1016,
235, 8396,  200.0,  0.0605,
236, 8435,  200.0,  0.0245,
237, 8459,  200.0,  0.0143,
238, 8480,  200.0,  0.0638,
239, 8510,  200.0,  0.0109,
240, 8576,  200.0,  0.0921,
241, 8614,  200.0,  0.0895,
242, 8643,  200.0,  0.1166,
243, 8670,  200.0,  0.0940,
244, 8705,  200.0,  0.0829,
245, 8722,  200.0,  0.0146,
246, 8750,  200.0,  0.0781,
247, 8773,  200.0,  0.0389,
248, 8830,  200.0,  0.0532,
249, 8901,  200.0,  0.0536,
250, 8923,  200.0,  0.1290,
251, 8953,  200.0,  0.1317,
252, 8995,  200.0,  0.1565,
253, 9034,  200.0,  0.1169,
254, 9112,  200.0,  0.0282,
255, 9132,  200.0,  0.0667,
256, 9158,  200.0,  0.0096,
257, 9188,  200.0,  0.0334,
258, 9212,  200.0,  0.0560,
259, 9238,  200.0,  0.0567,
260, 9268,  200.0,  0.0273,
261, 9287,  200.0,  0.0202,
262, 9323,  200.0,  0.2458,
263, 9374,  200.0,  0.0484,
264, 9404,  200.0,  0.0868,
265, 9480,  200.0,  0.0437,
266, 9509,  200.0,  0.0403,
267, 9548,  200.0,  0.0838,
268, 9573,  200.0,  0.0258,
269, 9643,  200.0,  0.1123,
270, 9675,  200.0,  0.1487,
271, 9699,  200.0,  0.1079,
272, 9731,  200.0,  0.1112,
273, 9758,  200.0,  0.0919,
274, 9788,  200.0,  0.0672,
275, 9812,  200.0,  0.0865,
277, 9874,  200.0,  0.0610,
278, 9905,  200.0,  0.0798,
279, 9930,  200.0,  0.0580,
280, 9965,  200.0,  0.1085,
281, 9993,  200.0,  0.1445,
282, 10021,  200.0,  0.0936,
283, 10058,  200.0,  0.0911,
284, 10102,  200.0,  0.1023,
285, 10146,  200.0,  0.0918,
286, 10175,  200.0,  0.0650,
287, 10242,  200.0,  0.0815,
288, 10284,  200.0,  0.0295,
289, 10342,  200.0,  0.0726,
290, 10372,  200.0,  0.1003,
291, 10406,  200.0,  0.0455,
292, 10434,  200.0,  0.1128,
293, 10462,  200.0,  0.0840,
294, 10490,  200.0,  0.0871,
295, 10539,  200.0,  0.0786,
296, 10598,  200.0,  0.0606,
297, 10631,  200.0,  0.0119,
298, 10665,  200.0,  0.0496,
299, 10701,  200.0,  0.0957,
300, 10740,  200.0,  0.0961,
301, 10791,  200.0,  0.1142,
302, 10819,  200.0,  0.1630,
303, 10861,  200.0,  0.1022,
304, 10889,  200.0,  0.0651,
305, 10937,  200.0,  0.1206,
306, 10969,  200.0,  0.0459,
307, 11004,  200.0,  0.0478,
308, 11028,  200.0,  0.0465,
309, 11064,  200.0,  0.0961,
310, 11099,  200.0,  0.0858,
311, 11171,  200.0,  0.1269,
312, 11211,  200.0,  0.1011,
313, 11231,  200.0,  0.1343,
314, 11263,  200.0,  0.0665,
315, 11296,  200.0,  0.0977,
316, 11339,  200.0,  0.0683,
317, 11401,  200.0,  0.1027,
318, 11421,  200.0,  0.0560,
319, 11444,  200.0,  0.0439,
320, 11611,  200.0,  0.1173,
321, 11634,  200.0,  0.0885,
322, 11658,  200.0,  0.0971,
323, 11684,  200.0,  0.0831,
324, 11737,  200.0,  0.0655,
325, 11767,  200.0,  0.0623,
326, 11792,  200.0,  0.0542,
327, 11827,  200.0,  0.0626,
328, 11862,  200.0,  0.1098,
329, 11883,  200.0,  0.0676,
330, 11916,  200.0,  0.1538,
331, 11953,  200.0,  0.1123,
332, 11977,  200.0,  0.0911,
333, 12081,  200.0,  0.0967,
334, 12118,  200.0,  0.1323,
335, 12231,  200.0,  0.1092,
336, 12291,  200.0,  0.0799,
337, 12335,  200.0,  0.2099,
338, 12356,  200.0,  0.0957,
339, 12388,  200.0,  0.1153,
